Elapsed_Time_s,Recording_Time_s,Voltage_V,Current_A
3.2120,1.5170,-3.0730,-0.030165
3.2280,1.5170,-3.2593,-0.032388
3.2440,1.5180,-3.4378,-0.034005
3.2600,1.5712,-3.6407,-0.036369
3.2750,1.5712,-3.7043,-0.036918
3.2910,1.6063,-3.8937,-0.038075
3.3070,1.6421,-4.0963,-0.040350
3.3230,1.6421,-4.1988,-0.041982
3.3380,1.6421,-4.3173,-0.042216
3.3540,1.6739,-4.4415,-0.044099
3.3700,1.6739,-4.5755,-0.045732
3.3850,1.7017,-4.6065,-0.045743
3.4020,1.7017,-4.7218,-0.046807
3.4170,1.7310,-4.7521,-0.047512
3.4330,1.7310,-4.8122,-0.047325
3.4480,1.7535,-4.8989,-0.047989
3.4640,1.7545,-4.8974,-0.048497
3.4800,1.7545,-4.9759,-0.049556
3.4950,1.8012,-4.9037,-0.048409
3.5100,1.8012,-4.9232,-0.048731
3.5260,1.8022,-4.9458,-0.049227
3.5420,1.8587,-4.9009,-0.048362
3.5570,1.8587,-4.9168,-0.048278
3.5720,1.8861,-4.7765,-0.047761
3.5880,1.8874,-4.7649,-0.047491
3.6030,1.9164,-4.7023,-0.046424
3.6180,1.9164,-4.6601,-0.046159
3.6340,1.9393,-4.5069,-0.044949
3.6490,1.9403,-4.4583,-0.043583
3.6650,1.9403,-4.2786,-0.042213
3.6810,1.9976,-4.1205,-0.040324
3.6970,1.9976,-4.0645,-0.040067
3.7120,2.0193,-3.9187,-0.038727
3.7280,2.0193,-3.7687,-0.036831
3.7430,2.0193,-3.5340,-0.034630
3.7580,2.0738,-3.3947,-0.033037
3.7740,2.0738,-3.1605,-0.031288
3.7890,2.1026,-3.0716,-0.030436
3.8050,2.1026,-2.8080,-0.027782
3.8210,2.1255,-2.6235,-0.025316
3.8360,2.1255,-2.4097,-0.023332
3.8510,2.1255,-2.1713,-0.021712
3.8670,2.1750,-2.0079,-0.019240
3.8820,2.1750,-1.7429,-0.017048
3.8980,2.1750,-1.5722,-0.015326
3.9130,2.2321,-1.3191,-0.012937
3.9280,2.2321,-1.1205,-0.010486
3.9440,2.2608,-0.8498,-0.008080
3.9590,2.2608,-0.6321,-0.005915
3.9750,2.2831,-0.3224,-0.002303
3.9900,2.2831,-0.1311,-0.001245
4.0050,2.2831,0.1620,0.001747
4.0200,2.3325,0.3589,0.004511
4.0360,2.3325,0.6365,0.006695
4.0510,2.3335,0.8762,0.009155
4.0670,2.3622,1.1045,0.011484
4.0820,2.3902,1.3699,0.013901
4.0970,2.4182,1.5511,0.015699
4.1130,2.4182,1.8084,0.018685
4.1290,2.4482,1.9727,0.020309
4.1440,2.4482,2.2216,0.023172
4.1590,2.4770,2.4288,0.024698
4.1750,2.4770,2.6530,0.026698
4.1910,2.4994,2.8487,0.029055
4.2060,2.4994,3.0914,0.031625
4.2210,2.4994,3.2328,0.032701
4.2370,2.5498,3.4207,0.034517
4.2520,2.5498,3.5891,0.036847
4.2670,2.5498,3.7499,0.037610
4.2830,2.5783,3.9285,0.039987
4.2990,2.6012,4.0474,0.041342
4.3150,2.6022,4.2198,0.042989
4.3300,2.6022,4.3962,0.044397
4.3450,2.6591,4.4211,0.045118
4.3610,2.6591,4.5617,0.045990
4.3770,2.6879,4.6887,0.047808
4.3920,2.6889,4.7174,0.047525
4.4080,2.7170,4.7934,0.048632
4.4240,2.7461,4.9151,0.050017
4.4400,2.7461,4.9802,0.049903
4.4550,2.7759,4.9891,0.050675
4.4710,2.7759,5.0306,0.050931
4.4870,2.8048,5.0117,0.050652
4.5020,2.8048,5.0974,0.051510
4.5180,2.8371,4.9984,0.050117
4.5340,2.8371,5.0353,0.051078
4.5490,2.8671,4.9789,0.050330
4.5640,2.8671,4.9851,0.050102
4.5800,2.8961,4.9230,0.049587
4.5950,2.8961,4.8582,0.049551
4.6110,2.9268,4.7003,0.047998
4.6260,2.9268,4.6350,0.047257
4.6420,2.9568,4.5161,0.045485
4.6570,2.9568,4.4264,0.044654
4.6720,2.9860,4.3726,0.043985
4.6880,2.9860,4.2426,0.043169
4.7030,3.0107,4.0210,0.040928
4.7190,3.0117,3.8730,0.039084
4.7350,3.0117,3.7362,0.038041
4.7500,3.0698,3.5642,0.035739
4.7650,3.0698,3.3802,0.034752
4.7810,3.0997,3.1825,0.032141
4.7970,3.0997,3.0243,0.031014
4.8120,3.1304,2.8634,0.029234
4.8280,3.1304,2.6297,0.026677
4.8430,3.1609,2.4097,0.025045
4.8580,3.1609,2.1950,0.022335
4.8740,3.1924,2.0050,0.020277
4.8900,3.1924,1.6941,0.017406
4.9060,3.2220,1.4850,0.014959
4.9210,3.2220,1.2643,0.012846
4.9370,3.2520,1.0246,0.010332
4.9520,3.2520,0.7603,0.008256
4.9670,3.2817,0.5560,0.006282
4.9830,3.2817,0.3371,0.003982
4.9980,3.3081,0.0921,0.001292
5.0140,3.3081,-0.2051,-0.001314
5.0300,3.3352,-0.3840,-0.003186
5.0460,3.3624,-0.6756,-0.006459
5.0610,3.3624,-0.9086,-0.008770
5.0770,3.3883,-1.0979,-0.010701
5.0920,3.3883,-1.3604,-0.012638
5.1080,3.4096,-1.6593,-0.016399
5.1230,3.4106,-1.7871,-0.017146
5.1390,3.4106,-2.1007,-0.020663
5.1540,3.4637,-2.2631,-0.022229
5.1690,3.4637,-2.4466,-0.024378
5.1850,3.4910,-2.6458,-0.025473
5.2010,3.5182,-2.8631,-0.028271
5.2170,3.5182,-3.0850,-0.030792
5.2320,3.5459,-3.2431,-0.031450
5.2470,3.5459,-3.4548,-0.033755
5.2630,3.5661,-3.6230,-0.035605
5.2790,3.5671,-3.7832,-0.036983
5.2940,3.5671,-3.9818,-0.039191
5.3100,3.6213,-4.0888,-0.040614
5.3250,3.6213,-4.2135,-0.041946
5.3410,3.6476,-4.3697,-0.042993
5.3560,3.6748,-4.4892,-0.044471
5.3710,3.6748,-4.5256,-0.045050
5.3870,3.7011,-4.6834,-0.046299
5.4030,3.7011,-4.7196,-0.047084
5.4180,3.7234,-4.7691,-0.047097
5.4330,3.7234,-4.8348,-0.047841
5.4490,3.7234,-4.8419,-0.047717
5.4650,3.7732,-4.8774,-0.048038
5.4800,3.7732,-4.9825,-0.048906
5.4960,3.7732,-4.9176,-0.049023
5.5120,3.8292,-4.9537,-0.048973
5.5270,3.8292,-4.9574,-0.049107
5.5420,3.8583,-4.9448,-0.048613
5.5580,3.8583,-4.9140,-0.048837
5.5730,3.8859,-4.7759,-0.047233
5.5880,3.8859,-4.7979,-0.047313
5.6040,3.9074,-4.6736,-0.045846
5.6190,3.9084,-4.6203,-0.045587
5.6350,3.9084,-4.5107,-0.044674
5.6510,3.9552,-4.4399,-0.043826
5.6660,3.9552,-4.3111,-0.042201
5.6820,3.9562,-4.1809,-0.040872
5.6980,4.0100,-3.9990,-0.039906
5.7130,4.0100,-3.8905,-0.038592
5.7290,4.0312,-3.7166,-0.036683
5.7440,4.0312,-3.5778,-0.035584
5.7600,4.0312,-3.3407,-0.033085
5.7750,4.0782,-3.1802,-0.031764
5.7910,4.0795,-3.0520,-0.030372
5.8060,4.0795,-2.8412,-0.028261
5.8210,4.1341,-2.6565,-0.025904
5.8370,4.1341,-2.4256,-0.023327
5.8520,4.1566,-2.1576,-0.020619
5.8690,4.1566,-1.9065,-0.018765
5.8850,4.1566,-1.6891,-0.016511
5.9000,4.2034,-1.5273,-0.014589
5.9150,4.2044,-1.2647,-0.012322
5.9310,4.2044,-1.0173,-0.010009
5.9470,4.2590,-0.8190,-0.007768
5.9620,4.2590,-0.5136,-0.004455
5.9770,4.2792,-0.2748,-0.002686
5.9930,4.2802,-0.0844,-0.000790
6.0090,4.2802,0.1986,0.002957
6.0250,4.3338,0.4108,0.004741
6.0400,4.3348,0.6537,0.007327
6.0560,4.3630,0.9653,0.009769
6.0720,4.3908,1.1812,0.012041
6.0870,4.3908,1.3563,0.013694
6.1020,4.4186,1.6483,0.017372
6.1180,4.4186,1.8445,0.018945
6.1330,4.4466,2.1016,0.021236
6.1490,4.4466,2.3222,0.023562
6.1640,4.4686,2.4710,0.025635
6.1800,4.4686,2.7096,0.027456
6.1950,4.4686,2.9401,0.029771
6.2110,4.5181,3.0961,0.031886
6.2270,4.5181,3.2753,0.033643
6.2420,4.5191,3.4712,0.035072
6.2570,4.5758,3.6755,0.036962
6.2730,4.5758,3.8609,0.038651
6.2890,4.6036,3.9464,0.039511
6.3050,4.6036,4.1238,0.041315
6.3210,4.6274,4.3234,0.043832
6.3370,4.6274,4.3976,0.044233
6.3530,4.6274,4.4937,0.045428
6.3680,4.6767,4.5963,0.046777
6.3830,4.6767,4.7022,0.047544
6.3980,4.6777,4.7638,0.048131
6.4150,4.7350,4.9098,0.050074
6.4310,4.7350,4.8987,0.049156
6.4460,4.7640,4.9788,0.049857
6.4620,4.7640,4.9832,0.050381
6.4770,4.7933,5.0785,0.051739
6.4930,4.7933,5.0741,0.050819
6.5090,4.8237,5.0286,0.050680
6.5240,4.8237,5.0580,0.051032
6.5400,4.8522,5.0336,0.050445
6.5560,4.8522,5.0067,0.050153
6.5710,4.8750,4.9511,0.050273
6.5860,4.8750,4.8844,0.048881
6.6020,4.8750,4.8035,0.048524
6.6180,4.9256,4.6995,0.047340
6.6330,4.9256,4.6101,0.046959
6.6500,4.9266,4.4903,0.045181
6.6650,4.9825,4.3613,0.044074
6.6800,4.9825,4.3054,0.043806
6.6960,5.0107,4.1253,0.041896
6.7120,5.0107,3.9316,0.040172
6.7270,5.0391,3.8582,0.038805
6.7430,5.0391,3.6652,0.037068
6.7590,5.0608,3.4775,0.035365
6.7740,5.0608,3.3245,0.033908
6.7900,5.0608,3.0848,0.031018
6.8050,5.1182,2.9677,0.030416
6.8210,5.1182,2.6970,0.027481
6.8370,5.1483,2.5026,0.025453
6.8520,5.1483,2.3068,0.023998
6.8680,5.1784,2.0612,0.021472
6.8840,5.2076,1.8486,0.018962
6.9000,5.2076,1.5542,0.015628
6.9160,5.2364,1.3561,0.013924
6.9320,5.2364,1.0729,0.010974
6.9470,5.2666,0.8474,0.008991
6.9620,5.2666,0.6712,0.006905
6.9780,5.2967,0.3950,0.004008
6.9940,5.2967,0.1696,0.002619
7.0090,5.3258,-0.1091,-0.000267
7.0250,5.3258,-0.3737,-0.003140
7.0400,5.3545,-0.5686,-0.005297
7.0560,5.3545,-0.8402,-0.008396
7.0710,5.3840,-1.0792,-0.010476
7.0870,5.3840,-1.3166,-0.012948
7.1020,5.4063,-1.5381,-0.014731
7.1170,5.4073,-1.7644,-0.017148
7.1330,5.4073,-1.9558,-0.019089
7.1490,5.4572,-2.1977,-0.021082
7.1640,5.4572,-2.3900,-0.022973
7.1800,5.4582,-2.6407,-0.025878
7.1960,5.5191,-2.7969,-0.027093
7.2110,5.5191,-3.0159,-0.029334
7.2270,5.5505,-3.2516,-0.031773
7.2420,5.5505,-3.4358,-0.033527
7.2570,5.5817,-3.5713,-0.034840
7.2720,5.5817,-3.7699,-0.037590
7.2880,5.6139,-3.9259,-0.039238
7.3030,5.6139,-4.0681,-0.039917
7.3190,5.6487,-4.2014,-0.041698
7.3350,5.6487,-4.2979,-0.042756
7.3500,5.6822,-4.3980,-0.043892
7.3660,5.6822,-4.5361,-0.045272
7.3810,5.6822,-4.5994,-0.045297
7.3970,5.7146,-4.6543,-0.046388
7.4120,5.7146,-4.8082,-0.047738
7.4280,5.7451,-4.8396,-0.048274
7.4440,5.7451,-4.9138,-0.049102
7.4600,5.7743,-4.9063,-0.048911
7.4750,5.7743,-4.9334,-0.048335
7.4900,5.8050,-4.9315,-0.048333
7.5060,5.8050,-4.9769,-0.048982
7.5210,5.8355,-4.9312,-0.049034
7.5370,5.8355,-4.8733,-0.047785
7.5520,5.8677,-4.8618,-0.047662
7.5680,5.8677,-4.8763,-0.048410
7.5840,5.8976,-4.7541,-0.047239
7.5990,5.8976,-4.7410,-0.046946
7.6140,5.9278,-4.6218,-0.045413
7.6300,5.9278,-4.5557,-0.044912
7.6460,5.9574,-4.3976,-0.043360
7.6610,5.9574,-4.3052,-0.042401
7.6770,5.9885,-4.1930,-0.041563
7.6920,6.0190,-4.0521,-0.039664
7.7080,6.0190,-3.9296,-0.038423
7.7240,6.0499,-3.8084,-0.037317
7.7400,6.0499,-3.5945,-0.035681
7.7550,6.0798,-3.3925,-0.033493
7.7710,6.0798,-3.2275,-0.031382
7.7870,6.1125,-3.0970,-0.030466
7.8030,6.1125,-2.8702,-0.028129
7.8180,6.1431,-2.6682,-0.026631
7.8330,6.1431,-2.4791,-0.024563
7.8490,6.1735,-2.2030,-0.021891
7.8650,6.1735,-2.0281,-0.019307
7.8810,6.2041,-1.8207,-0.017241
7.8960,6.2041,-1.5354,-0.015276
7.9120,6.2357,-1.2759,-0.012469
7.9280,6.2357,-1.0327,-0.010228
7.9440,6.2688,-0.7915,-0.007170
7.9590,6.2688,-0.5540,-0.005187
7.9750,6.2999,-0.3246,-0.002753
7.9910,6.2999,-0.1157,-0.000884
8.0060,6.3306,0.1537,0.002436
8.0220,6.3306,0.4140,0.004286
8.0370,6.3631,0.6531,0.007008
8.0530,6.3631,0.8662,0.008901
8.0680,6.3938,1.1404,0.011867
8.0840,6.3948,1.3837,0.013945
8.0990,6.4250,1.5368,0.015644
8.1150,6.4250,1.8382,0.018640
8.1300,6.4558,1.9874,0.020811
8.1460,6.4558,2.2976,0.023655
8.1610,6.4868,2.5096,0.025512
8.1770,6.4868,2.6984,0.027601
8.1920,6.5178,2.8657,0.029311
8.2080,6.5178,3.0969,0.031472
8.2230,6.5497,3.2394,0.033127
8.2390,6.5497,3.4516,0.034903
8.2540,6.5817,3.5961,0.035981
8.2690,6.5817,3.8386,0.039294
8.2850,6.6139,3.9121,0.039417
8.3000,6.6139,4.1190,0.041751
8.3160,6.6139,4.2347,0.042932
8.3310,6.6455,4.3718,0.044063
8.3470,6.6465,4.4422,0.044926
8.3630,6.6802,4.6377,0.046610
8.3790,6.6802,4.6509,0.047415
8.3940,6.7148,4.7536,0.048313
8.4100,6.7148,4.8419,0.048727
8.4260,6.7481,4.8846,0.049035
8.4420,6.7481,4.9623,0.050541
8.4580,6.7827,5.0363,0.051217
8.4730,6.7827,5.0684,0.051347
8.4890,6.8209,5.0081,0.050108
8.5050,6.8209,5.0271,0.051222
8.5210,6.8549,5.0141,0.050366
8.5360,6.8549,4.9866,0.050244
8.5510,6.8549,5.0158,0.050395
8.5670,6.8870,4.9523,0.049940
8.5820,6.8870,4.8433,0.049290
8.5970,6.9181,4.7723,0.048002
8.6130,6.9181,4.7667,0.047682
8.6290,6.9504,4.6541,0.046669
8.6440,6.9504,4.5498,0.045725
8.6590,6.9827,4.4171,0.044996
8.6750,6.9827,4.3339,0.044056
8.6900,7.0148,4.2096,0.042399
8.7060,7.0148,4.0339,0.041281
8.7210,7.0469,3.8950,0.039720
8.7370,7.0469,3.7641,0.037968
8.7520,7.0787,3.5550,0.035957
8.7680,7.0787,3.3738,0.033960
8.7830,7.1096,3.1509,0.032289
8.7990,7.1096,3.0032,0.030181
8.8140,7.1415,2.7740,0.028233
8.8290,7.1415,2.6001,0.026215
8.8450,7.1745,2.4197,0.024544
8.8600,7.1745,2.2072,0.022188
8.8760,7.1745,1.9606,0.019873
8.8910,7.2060,1.7520,0.018433
8.9070,7.2060,1.4827,0.015468
8.9220,7.2382,1.2273,0.012521
8.9370,7.2382,1.0295,0.010892
8.9520,7.2697,0.7918,0.008251
8.9680,7.2697,0.5894,0.006083
8.9830,7.3035,0.3432,0.004160
8.9990,7.3035,0.0703,0.001197
9.0140,7.3375,-0.1812,-0.001288
9.0300,7.3375,-0.4305,-0.004069
9.0450,7.3706,-0.6815,-0.005985
9.0600,7.3706,-0.9351,-0.008529
9.0760,7.4040,-1.1142,-0.010907
9.0910,7.4040,-1.3276,-0.013140
9.1070,7.4373,-1.6162,-0.015574
9.1230,7.4373,-1.8164,-0.017769
9.1380,7.4373,-2.0104,-0.019783
9.1540,7.4692,-2.2977,-0.022091
9.1690,7.4692,-2.5142,-0.024466
9.1850,7.5034,-2.6743,-0.026097
9.2000,7.5034,-2.8697,-0.028668
9.2160,7.5369,-3.0722,-0.030023
9.2310,7.5369,-3.2824,-0.032697
9.2470,7.5692,-3.4096,-0.033896
9.2630,7.5692,-3.6713,-0.036338
9.2780,7.6025,-3.7515,-0.037299
9.2940,7.6025,-3.9022,-0.038122
9.3100,7.6359,-4.0766,-0.039811
9.3250,7.6359,-4.1878,-0.041291
9.3410,7.6688,-4.3730,-0.043724
9.3570,7.6688,-4.4755,-0.044045
9.3720,7.7040,-4.5591,-0.044979
9.3880,7.7040,-4.6401,-0.046048
9.4030,7.7050,-4.6759,-0.046252
9.4180,7.7370,-4.7818,-0.047770
9.4340,7.7370,-4.8112,-0.047648
9.4500,7.7703,-4.8413,-0.048239
9.4650,7.7703,-4.8991,-0.048841
9.4810,7.8043,-4.9637,-0.049571
9.4960,7.8043,-4.9606,-0.049227
9.5130,7.8383,-4.9345,-0.048894
9.5280,7.8383,-4.9126,-0.048985
9.5440,7.8729,-4.9167,-0.048551
9.5590,7.8729,-4.8605,-0.048383
9.5750,7.9065,-4.8337,-0.048062
9.5900,7.9065,-4.7789,-0.047241
9.6060,7.9075,-4.6699,-0.046269
9.6220,7.9398,-4.6062,-0.045554
9.6380,7.9398,-4.5350,-0.044600
9.6530,7.9740,-4.3693,-0.042859
9.6680,7.9740,-4.2251,-0.041349
9.6840,8.0050,-4.1862,-0.041018
9.6990,8.0050,-4.0273,-0.039599
9.7150,8.0320,-3.8703,-0.037869
9.7310,8.0320,-3.7069,-0.036261
9.7460,8.0589,-3.5101,-0.034540
9.7620,8.0589,-3.3907,-0.033596
9.7770,8.0800,-3.1866,-0.031353
9.7930,8.0800,-2.9393,-0.029004
9.8090,8.0800,-2.7806,-0.027188
9.8240,8.1269,-2.5357,-0.024871
9.8390,8.1279,-2.3589,-0.023427
9.8550,8.1279,-2.1530,-0.021408
9.8700,8.1756,-1.9557,-0.019049
9.8860,8.1756,-1.7276,-0.016276
9.9010,8.1756,-1.4556,-0.014344
9.9170,8.2243,-1.2500,-0.012185
9.9330,8.2243,-1.0138,-0.009737
9.9490,8.2257,-0.7971,-0.007544
9.9660,8.2784,-0.4593,-0.004515
9.9810,8.2784,-0.2646,-0.002419
9.9960,8.3011,0.0183,0.000330
10.0120,8.3011,0.1919,0.002318
10.0280,8.3011,0.4401,0.004722
10.0440,8.3559,0.6913,0.007233
10.0600,8.3559,0.9778,0.009822
10.0750,8.3835,1.1926,0.012428
10.0910,8.4123,1.4696,0.014749
10.1060,8.4123,1.6721,0.016938
10.1220,8.4401,1.9358,0.019716
10.1380,8.4401,2.1408,0.021810
10.1540,8.4670,2.3744,0.024260
10.1690,8.4670,2.5604,0.026283
10.1850,8.4883,2.8045,0.028467
10.2000,8.4893,2.9403,0.029861
10.2150,8.4893,3.1766,0.032715
10.2310,8.5451,3.3645,0.033810
10.2460,8.5451,3.4973,0.035228
10.2620,8.5717,3.7073,0.037576
10.2770,8.5727,3.8255,0.038308
10.2930,8.6003,4.0272,0.040285
10.3090,8.6290,4.2226,0.043123
10.3250,8.6290,4.3372,0.044185
10.3410,8.6564,4.4878,0.045131
10.3560,8.6564,4.5940,0.045996
10.3710,8.6768,4.6542,0.047108
10.3860,8.6768,4.7275,0.047777
10.4020,8.6778,4.8468,0.049466
10.4180,8.7324,4.9222,0.049907
10.4330,8.7324,4.9715,0.049967
10.4480,8.7597,4.9918,0.050036
10.4630,8.7597,5.0064,0.050693
10.4790,8.7818,5.0619,0.051124
10.4940,8.7828,5.0524,0.051092
10.5100,8.7828,5.0437,0.051257
10.5260,8.8327,5.0826,0.051575
10.5410,8.8327,4.9843,0.049868
10.5560,8.8327,4.9233,0.049316
10.5720,8.8875,4.9495,0.050198
10.5870,8.8875,4.8381,0.048511
10.6030,8.9147,4.8084,0.048461
10.6190,8.9147,4.7285,0.047432
10.6340,8.9359,4.5984,0.046814
10.6500,8.9369,4.5504,0.046277
10.6650,8.9369,4.4011,0.044157
10.6810,8.9846,4.2812,0.043452
10.6960,8.9856,4.1258,0.041921
10.7120,8.9856,3.9431,0.039806
10.7270,9.0391,3.8433,0.038555
10.7430,9.0401,3.6654,0.036868
10.7580,9.0609,3.5398,0.036258
10.7740,9.0619,3.2724,0.032749
10.7900,9.0619,3.1529,0.031576
10.8060,9.1145,2.9308,0.029592
10.8210,9.1155,2.7195,0.027796
10.8370,9.1447,2.4646,0.025488
10.8520,9.1724,2.2490,0.022874
10.8670,9.1724,2.0434,0.021228
10.8830,9.2015,1.8714,0.019191
10.8980,9.2015,1.5983,0.016662
10.9140,9.2294,1.4110,0.014125
10.9290,9.2304,1.1849,0.012011
10.9450,9.2579,0.9298,0.009912
10.9600,9.2579,0.7259,0.008012
10.9770,9.2785,0.4465,0.004875
10.9930,9.2795,0.1860,0.002427
11.0080,9.2795,-0.0764,-0.000348
11.0240,9.3342,-0.3433,-0.002785
11.0390,9.3342,-0.6029,-0.005825
11.0550,9.3630,-0.8543,-0.007589
11.0710,9.3910,-1.0215,-0.009543
11.0870,9.3910,-1.2638,-0.012336
11.1020,9.4198,-1.5733,-0.015478
11.1180,9.4198,-1.7341,-0.017081
11.1340,9.4490,-2.0258,-0.019691
11.1490,9.4490,-2.2481,-0.021913
11.1640,9.4771,-2.4192,-0.024189
11.1800,9.4771,-2.6007,-0.025167
11.1960,9.4992,-2.8669,-0.028080
11.2120,9.4992,-3.0616,-0.030113
11.2280,9.4992,-3.2156,-0.032110
11.2430,9.5481,-3.4213,-0.033843
11.2590,9.5491,-3.6257,-0.035290
11.2750,9.5491,-3.7534,-0.037367
11.2910,9.6041,-3.9263,-0.039183
11.3060,9.6041,-4.0429,-0.039803
11.3220,9.6271,-4.1824,-0.041162
11.3390,9.6271,-4.3237,-0.042457
11.3540,9.6271,-4.4556,-0.044403
11.3700,9.6801,-4.5394,-0.045311
11.3850,9.6801,-4.6615,-0.046463
11.4010,9.6801,-4.6867,-0.046585
11.4160,9.7362,-4.7740,-0.047245
11.4320,9.7362,-4.7963,-0.047378
11.4470,9.7661,-4.8783,-0.047836
11.4630,9.7661,-4.8912,-0.047959
11.4790,9.7871,-4.9226,-0.049216
11.4940,9.7871,-4.9754,-0.049398
11.5090,9.7881,-4.9821,-0.049351
11.5240,9.8467,-4.9649,-0.049503
11.5400,9.8467,-4.8970,-0.048596
11.5550,9.8757,-4.9055,-0.048526
11.5710,9.8757,-4.8426,-0.048063
11.5860,9.9053,-4.7809,-0.047757
11.6020,9.9053,-4.7390,-0.046616
11.6170,9.9345,-4.5985,-0.045405
11.6320,9.9345,-4.5240,-0.044490
11.6480,9.9636,-4.4298,-0.043838
11.6630,9.9636,-4.3225,-0.042704
11.6790,9.9918,-4.1833,-0.041718
11.6940,9.9918,-4.0099,-0.039500
11.7100,10.0164,-3.8781,-0.038640
11.7260,10.0164,-3.7713,-0.037506
11.7420,10.0164,-3.6169,-0.035455
11.7570,10.0667,-3.4517,-0.033593
11.7730,10.0667,-3.2146,-0.031721
11.7880,10.0667,-2.9937,-0.029309
11.8040,10.1234,-2.8383,-0.027965
11.8190,10.1234,-2.6093,-0.025321
11.8350,10.1520,-2.4610,-0.024520
11.8510,10.1520,-2.2188,-0.021735
11.8660,10.1811,-2.0223,-0.019536
11.8820,10.1811,-1.7495,-0.017110
11.8970,10.2095,-1.4923,-0.014536
11.9130,10.2095,-1.3481,-0.013198
11.9290,10.2318,-1.0960,-0.010183
11.9440,10.2318,-0.8187,-0.007383
11.9600,10.2328,-0.5445,-0.004866
11.9760,10.2891,-0.3163,-0.002461
11.9910,10.2891,-0.0984,-0.000154
12.0060,10.3184,0.1849,0.002413
12.0220,10.3184,0.4089,0.004791
